production_order_id,product_id,machine_id,plant_location,shift,planned_quantity,actual_quantity,start_date,end_date,status,operator_id,production_cost
PO0003972,PROD00118,MCH015,Plant B - Curitiba,Afternoon,743,3879,2024-04-05,2024-05-28,In Progress,EMP015,22540.61
PO0003973,PROD00030,MCH041,Plant A - Sao Paulo,Morning,1128,3669,2024-03-08,2024-11-21,Completed,EMP009,9316.74
PO0003974,PROD00893,MCH028,Plant D - Recife,Afternoon,4821,1390,2022-01-31,2024-07-01,Cancelled,EMP027,16536.89
PO0003975,PROD00661,MCH004,Plant C - Manaus,Afternoon,514,2762,2022-12-25,2023-09-03,In Progress,EMP003,24283.63
PO0003976,PROD00120,MCH034,Plant C - Manaus,Morning,3677,541,2024-03-25,2024-09-21,Completed,EMP048,32674.16
PO0003977,PROD00642,MCH027,Plant C - Manaus,Night,3855,1596,2023-06-08,2024-11-05,In Progress,EMP025,8102.66
PO0003978,PROD00108,MCH048,Plant A - Sao Paulo,Afternoon,3419,2548,2022-05-25,2023-11-22,Completed,EMP007,21454.95
PO0003979,PROD00192,MCH012,Plant A - Sao Paulo,Night,811,2097,2024-03-13,2024-12-15,Completed,EMP026,17282.55
PO0003980,PROD00254,MCH030,Plant D - Recife,Morning,2024,442,2024-10-11,2024-12-08,Completed,EMP028,14134.73
PO0003981,PROD00690,MCH033,Plant D - Recife,Night,1993,3414,2024-06-05,2024-08-03,In Progress,EMP004,47120.82
PO0003982,PROD00719,MCH029,Plant B - Curitiba,Night,3132,2170,2023-10-20,2024-12-22,Completed,EMP024,25076.7
PO0003983,PROD00614,MCH014,Plant C - Manaus,Night,1629,4492,2021-10-07,2024-07-02,Completed,EMP020,16650.26
PO0003984,PROD00554,MCH029,Plant B - Curitiba,Night,4359,2913,2021-05-25,2023-11-12,In Progress,EMP010,8600.88
PO0003985,PROD00777,MCH028,Plant D - Recife,Afternoon,2563,2205,2024-05-07,2024-07-23,Completed,EMP021,15168.49
PO0003986,PROD00247,MCH004,Plant A - Sao Paulo,Morning,2033,2734,2023-04-18,2023-09-24,In Progress,EMP030,21245.73
PO0003987,PROD00971,MCH001,Plant D - Recife,Morning,545,1952,2021-10-28,2023-10-12,Completed,EMP016,40649.73
PO0003988,PROD00243,MCH017,Plant D - Recife,Afternoon,1000,3362,2024-04-01,2024-12-30,Completed,EMP012,39952.82
PO0003989,PROD00911,MCH004,Plant C - Manaus,Morning,1636,3967,2021-08-24,2024-05-10,Completed,EMP023,32102.64
PO0003990,PROD00211,MCH038,Plant B - Curitiba,Afternoon,1596,3139,2022-08-13,2024-05-02,Completed,EMP027,4033.0
PO0003991,PROD00440,MCH004,Plant A - Sao Paulo,Morning,3642,2241,2021-05-14,2023-02-09,Cancelled,EMP019,42393.12
PO0003992,PROD00863,MCH013,Plant D - Recife,Night,2487,3788,2021-01-07,2023-12-25,Completed,EMP031,44241.7
PO0003993,PROD00734,MCH040,Plant B - Curitiba,Morning,1831,3766,2022-05-26,2023-02-20,Completed,EMP013,38744.22
PO0003994,PROD00785,MCH032,Plant D - Recife,Afternoon,1202,1993,2023-11-18,2024-10-02,Completed,EMP025,29644.15
PO0003995,PROD00010,MCH004,Plant A - Sao Paulo,Night,961,352,2023-08-16,2023-10-31,Completed,EMP004,9596.84
PO0003996,PROD00090,MCH009,Plant B - Curitiba,Morning,1257,3840,2021-01-24,2021-08-22,Completed,EMP009,27516.58
PO0003997,PROD00977,MCH028,Plant D - Recife,Afternoon,3084,3382,2024-11-06,2024-12-24,In Progress,EMP035,19498.13
PO0003998,PROD00972,MCH048,Plant C - Manaus,Night,4704,3982,2024-09-03,2024-09-30,Completed,EMP027,44377.74
PO0003999,PROD00952,MCH023,Plant C - Manaus,Morning,3395,1706,2022-02-26,2022-12-26,Cancelled,EMP045,27257.71
PO0004000,PROD00545,MCH011,Plant A - Sao Paulo,Morning,3877,3782,2024-04-10,2024-05-12,Completed,EMP038,12216.7
PO0004001,PROD00146,MCH030,Plant B - Curitiba,Night,4882,3311,2021-11-14,2024-09-25,Completed,EMP013,40127.85
PO0004002,PROD00512,MCH047,Plant C - Manaus,Afternoon,1067,1327,2021-12-09,2024-05-05,Completed,EMP033,33049.1
PO0004003,PROD00866,MCH044,Plant D - Recife,Morning,4249,3473,2024-10-24,2024-11-26,In Progress,EMP012,13995.65
PO0004004,PROD00484,MCH030,Plant C - Manaus,Afternoon,317,4075,2024-09-09,2024-12-22,Completed,EMP015,29906.15
PO0004005,PROD00583,MCH020,Plant B - Curitiba,Afternoon,3481,2453,2021-11-03,2024-06-20,Completed,EMP023,5010.04
PO0004006,PROD00571,MCH043,Plant C - Manaus,Night,3532,3961,2022-08-08,2024-01-27,Completed,EMP041,892.58
PO0004007,PROD00579,MCH045,Plant D - Recife,Afternoon,2071,4758,2024-11-17,2024-11-29,Completed,EMP014,36535.45
PO0004008,PROD00250,MCH026,Plant D - Recife,Afternoon,2278,1803,2022-07-15,2024-12-14,Completed,EMP040,21098.75
PO0004009,PROD00352,MCH041,Plant C - Manaus,Afternoon,2877,2304,2024-12-29,2024-12-29,Cancelled,EMP015,47110.51
PO0004010,PROD00799,MCH035,Plant D - Recife,Afternoon,580,3425,2024-07-28,2024-09-10,Completed,EMP037,20015.84
PO0004011,PROD00116,MCH039,Plant A - Sao Paulo,Morning,2063,781,2023-04-03,2023-11-01,Completed,EMP028,17188.26
PO0004012,PROD00527,MCH017,Plant A - Sao Paulo,Afternoon,1727,514,2023-03-14,2023-07-01,Completed,EMP046,17711.1
PO0004013,PROD00150,MCH040,Plant A - Sao Paulo,Afternoon,1910,3458,2024-11-05,2024-11-23,Completed,EMP041,47962.19
PO0004014,PROD00664,MCH032,Plant A - Sao Paulo,Night,2183,1822,2023-05-27,2023-11-24,Completed,EMP036,49908.38
PO0004015,PROD00143,MCH038,Plant C - Manaus,Night,2043,4321,2022-07-22,2024-07-15,Completed,EMP006,8400.86
PO0004016,PROD00654,MCH020,Plant D - Recife,Morning,175,824,2023-12-29,2024-10-20,Completed,EMP050,43322.11
PO0004017,PROD00514,MCH015,Plant B - Curitiba,Afternoon,3460,3586,2024-05-19,2024-08-01,Completed,EMP036,37243.84
PO0004018,PROD00579,MCH045,Plant A - Sao Paulo,Night,504,4258,2024-01-11,2024-04-22,In Progress,EMP046,35182.46
PO0004019,PROD00990,MCH015,Plant C - Manaus,Night,3169,2941,2024-05-26,2024-06-03,Completed,EMP035,14875.65
PO0004020,PROD00614,MCH002,Plant A - Sao Paulo,Night,2330,4493,2023-08-03,2024-07-11,Completed,EMP047,795.17
PO0004021,PROD00538,MCH001,Plant D - Recife,Afternoon,1954,3545,2023-06-14,2024-03-11,Completed,EMP038,33836.13
PO0004022,PROD00291,MCH023,Plant D - Recife,Night,529,3202,2023-10-01,2023-10-13,Completed,EMP020,47571.67
PO0004023,PROD00386,MCH027,Plant B - Curitiba,Afternoon,2041,1067,2021-02-08,2023-03-25,Completed,EMP017,9033.71
PO0004024,PROD00460,MCH046,Plant A - Sao Paulo,Night,1073,1810,2022-10-08,2024-01-29,Completed,EMP037,46755.69
PO0004025,PROD00165,MCH003,Plant B - Curitiba,Afternoon,3609,420,2022-11-18,2024-02-09,Completed,EMP045,36496.61
PO0004026,PROD00713,MCH037,Plant D - Recife,Morning,331,4472,2021-08-06,2024-12-19,In Progress,EMP029,6438.16
PO0004027,PROD00922,MCH008,Plant A - Sao Paulo,Night,4458,4363,2022-12-07,2023-09-25,Completed,EMP005,49514.66
PO0004028,PROD00183,MCH048,Plant B - Curitiba,Night,2604,1724,2022-02-05,2024-10-13,In Progress,EMP044,31048.98
PO0004029,PROD00065,MCH050,Plant A - Sao Paulo,Afternoon,294,3506,2024-08-11,2024-08-30,In Progress,EMP012,3443.38
PO0004030,PROD00383,MCH022,Plant D - Recife,Afternoon,4053,790,2022-06-27,2023-03-27,In Progress,EMP004,18782.11
PO0004031,PROD00554,MCH034,Plant B - Curitiba,Night,3567,239,2024-07-12,2024-08-27,In Progress,EMP024,3537.49
PO0004032,PROD00072,MCH002,Plant A - Sao Paulo,Afternoon,2871,1653,2023-03-18,2023-09-07,Completed,EMP036,28272.19
PO0004033,PROD00286,MCH036,Plant D - Recife,Afternoon,2724,4182,2024-12-16,2024-12-30,Completed,EMP035,2017.65
PO0004034,PROD00122,MCH008,Plant D - Recife,Afternoon,2704,3042,2022-05-30,2023-07-03,In Progress,EMP049,35196.05
PO0004035,PROD00851,MCH046,Plant B - Curitiba,Night,965,1155,2022-05-19,2024-05-18,Completed,EMP019,28773.63
PO0004036,PROD00383,MCH012,Plant D - Recife,Night,2018,4434,2021-10-22,2023-08-17,Cancelled,EMP032,29874.46
PO0004037,PROD00739,MCH041,Plant B - Curitiba,Night,916,4570,2022-08-03,2024-12-04,Completed,EMP008,14052.97
PO0004038,PROD00118,MCH037,Plant A - Sao Paulo,Morning,1350,2118,2021-08-14,2022-08-23,Completed,EMP023,42410.76
PO0004039,PROD00956,MCH045,Plant C - Manaus,Afternoon,3226,2812,2024-01-28,2024-07-11,Completed,EMP035,47802.05
PO0004040,PROD00693,MCH027,Plant C - Manaus,Afternoon,2515,446,2023-09-11,2024-07-21,Completed,EMP035,8827.96
PO0004041,PROD00643,MCH043,Plant D - Recife,Night,4089,4636,2023-11-01,2024-07-27,Completed,EMP025,19991.82
PO0004042,PROD00179,MCH038,Plant C - Manaus,Night,3249,3220,2022-03-06,2023-03-02,Completed,EMP008,30693.15
PO0004043,PROD00886,MCH040,Plant A - Sao Paulo,Morning,3037,4299,2023-05-13,2024-04-17,Completed,EMP021,22903.46
PO0004044,PROD00777,MCH035,Plant C - Manaus,Morning,1775,2737,2022-06-03,2022-09-19,In Progress,EMP021,10759.24
PO0004045,PROD00983,MCH027,Plant C - Manaus,Morning,4719,4542,2022-12-23,2023-03-29,Completed,EMP029,42722.01
PO0004046,PROD00523,MCH010,Plant A - Sao Paulo,Night,3172,414,2024-07-23,2024-09-25,Completed,EMP048,18120.81
PO0004047,PROD00645,MCH026,Plant D - Recife,Night,1712,920,2024-11-29,2024-12-31,Completed,EMP040,4555.19
PO0004048,PROD00747,MCH031,Plant A - Sao Paulo,Night,3937,4950,2024-09-20,2024-10-04,Completed,EMP018,25036.97
PO0004049,PROD00197,MCH045,Plant D - Recife,Afternoon,3343,3073,2022-03-28,2024-03-06,In Progress,EMP025,20180.95
PO0004050,PROD00188,MCH007,Plant C - Manaus,Morning,4070,1628,2024-10-13,2024-11-05,Completed,EMP044,15151.5
PO0004051,PROD00385,MCH027,Plant C - Manaus,Afternoon,1813,1800,2021-08-30,2022-05-04,Completed,EMP034,2214.35
PO0004052,PROD00833,MCH006,Plant A - Sao Paulo,Afternoon,3706,493,2022-08-04,2023-05-14,Completed,EMP013,47480.53
PO0004053,PROD00766,MCH013,Plant D - Recife,Night,1173,2934,2023-05-22,2023-10-16,Cancelled,EMP006,49141.99
PO0004054,PROD00492,MCH047,Plant B - Curitiba,Night,1895,3766,2021-06-17,2024-08-23,Completed,EMP029,39717.79
PO0004055,PROD00906,MCH006,Plant A - Sao Paulo,Morning,613,2970,2023-04-05,2024-05-25,Completed,EMP006,41359.52
PO0004056,PROD00506,MCH025,Plant A - Sao Paulo,Afternoon,4350,1778,2022-08-13,2024-07-31,Completed,EMP043,46413.04
PO0004057,PROD00941,MCH030,Plant C - Manaus,Afternoon,3367,2817,2022-07-07,2023-07-22,Completed,EMP037,42900.42
PO0004058,PROD00588,MCH010,Plant A - Sao Paulo,Night,2432,1451,2021-05-17,2024-10-28,Completed,EMP030,38384.9
PO0004059,PROD00851,MCH048,Plant D - Recife,Morning,3961,4191,2024-05-15,2024-08-16,Completed,EMP044,4563.4
PO0004060,PROD00487,MCH040,Plant B - Curitiba,Night,2155,991,2021-11-28,2023-09-24,In Progress,EMP014,38628.4
PO0004061,PROD00006,MCH020,Plant B - Curitiba,Night,4631,626,2021-07-07,2021-10-05,Completed,EMP004,47100.99
PO0004062,PROD00961,MCH022,Plant D - Recife,Afternoon,807,2142,2024-02-24,2024-09-03,Completed,EMP021,31570.81
PO0004063,PROD00835,MCH009,Plant A - Sao Paulo,Night,3617,2627,2022-02-22,2022-08-24,Completed,EMP002,7618.8
PO0004064,PROD00119,MCH019,Plant D - Recife,Night,1797,2884,2023-12-12,2024-02-20,Completed,EMP041,15389.74
PO0004065,PROD00753,MCH034,Plant A - Sao Paulo,Night,597,1218,2021-09-07,2024-07-31,Completed,EMP035,35469.54
PO0004066,PROD00096,MCH015,Plant C - Manaus,Night,700,3197,2023-07-31,2024-10-17,Completed,EMP011,44543.25
PO0004067,PROD00928,MCH016,Plant D - Recife,Afternoon,1634,3315,2022-06-24,2024-07-15,Completed,EMP037,3489.24
PO0004068,PROD00639,MCH013,Plant A - Sao Paulo,Morning,4851,604,2023-08-14,2024-07-03,Completed,EMP012,24496.56
PO0004069,PROD00953,MCH040,Plant C - Manaus,Night,1686,529,2023-09-13,2023-12-21,Completed,EMP036,28399.24
PO0004070,PROD00177,MCH043,Plant A - Sao Paulo,Afternoon,2938,2463,2023-06-16,2023-07-07,Completed,EMP049,14781.29
PO0004071,PROD00145,MCH025,Plant B - Curitiba,Morning,1002,1674,2023-07-28,2024-12-27,Completed,EMP009,6654.75
PO0004072,PROD00845,MCH038,Plant C - Manaus,Afternoon,3326,336,2021-02-12,2022-01-13,In Progress,EMP034,7793.96
PO0004073,PROD00452,MCH029,Plant C - Manaus,Afternoon,3415,4927,2024-12-31,2024-12-31,Completed,EMP027,36076.44
PO0004074,PROD00511,MCH008,Plant D - Recife,Night,3157,728,2021-07-29,2023-09-15,Completed,EMP005,20864.77
PO0004075,PROD00496,MCH043,Plant D - Recife,Afternoon,1522,1847,2024-06-05,2024-07-05,Completed,EMP003,36558.28
PO0004076,PROD00588,MCH013,Plant A - Sao Paulo,Morning,4564,2118,2024-09-02,2024-12-07,Completed,EMP031,48733.51
PO0004077,PROD00979,MCH022,Plant C - Manaus,Night,532,2464,2024-02-14,2024-03-14,Completed,EMP009,46811.74
PO0004078,PROD00524,MCH044,Plant A - Sao Paulo,Afternoon,3660,4416,2021-05-04,2023-05-30,Completed,EMP014,28309.1
PO0004079,PROD00841,MCH013,Plant A - Sao Paulo,Afternoon,2123,3314,2022-08-16,2023-12-03,Completed,EMP050,20287.37
PO0004080,PROD00332,MCH036,Plant A - Sao Paulo,Morning,691,2784,2022-07-10,2023-07-09,Completed,EMP018,39909.71
PO0004081,PROD00160,MCH049,Plant C - Manaus,Night,722,3407,2023-05-17,2024-03-30,In Progress,EMP048,45646.24
PO0004082,PROD00549,MCH027,Plant B - Curitiba,Night,2089,4636,2021-09-29,2024-10-05,Completed,EMP015,4866.81
PO0004083,PROD00729,MCH037,Plant A - Sao Paulo,Night,1088,3315,2022-10-08,2024-09-12,Completed,EMP046,46255.12
PO0004084,PROD00117,MCH001,Plant D - Recife,Morning,431,4561,2024-06-19,2024-10-07,Completed,EMP043,9008.2
PO0004085,PROD00680,MCH029,Plant C - Manaus,Morning,4943,1311,2021-02-15,2024-10-04,Completed,EMP005,33050.46
PO0004086,PROD00451,MCH024,Plant A - Sao Paulo,Morning,4229,4503,2024-05-15,2024-05-23,In Progress,EMP024,40139.01
PO0004087,PROD00857,MCH035,Plant C - Manaus,Afternoon,4010,4529,2021-05-21,2021-09-17,Completed,EMP014,26240.01
PO0004088,PROD00423,MCH010,Plant B - Curitiba,Afternoon,1482,2262,2021-11-11,2022-11-13,Completed,EMP016,45516.22
PO0004089,PROD00150,MCH003,Plant A - Sao Paulo,Night,4590,4419,2024-07-03,2024-07-24,Completed,EMP001,48356.05
PO0004090,PROD00799,MCH036,Plant C - Manaus,Morning,4634,948,2023-02-04,2023-06-11,Completed,EMP015,41839.04
PO0004091,PROD00770,MCH024,Plant D - Recife,Morning,649,2724,2024-10-15,2024-12-22,Completed,EMP027,8420.37
PO0004092,PROD00172,MCH044,Plant B - Curitiba,Morning,2081,2326,2022-06-30,2022-08-26,Completed,EMP024,32246.36
PO0004093,PROD00267,MCH036,Plant D - Recife,Morning,3062,3301,2023-07-09,2024-12-03,In Progress,EMP027,42612.06
PO0004094,PROD00012,MCH008,Plant C - Manaus,Afternoon,1952,2256,2024-03-03,2024-11-25,In Progress,EMP047,620.34
PO0004095,PROD00683,MCH010,Plant C - Manaus,Morning,2567,3225,2021-11-19,2022-11-13,Completed,EMP048,10552.78
PO0004096,PROD00649,MCH001,Plant D - Recife,Afternoon,1234,2505,2023-06-19,2023-12-10,Completed,EMP014,49312.83
PO0004097,PROD00305,MCH034,Plant D - Recife,Afternoon,110,1784,2022-03-02,2023-03-22,In Progress,EMP025,38042.61
PO0004098,PROD00469,MCH028,Plant D - Recife,Night,2646,888,2021-08-09,2021-09-20,Completed,EMP025,15736.62
PO0004099,PROD00158,MCH034,Plant A - Sao Paulo,Afternoon,3756,3370,2024-07-22,2024-12-24,In Progress,EMP017,9814.56
PO0004100,PROD00510,MCH010,Plant A - Sao Paulo,Morning,2380,2937,2024-01-16,2024-06-16,Completed,EMP038,30128.82
PO0004101,PROD00805,MCH004,Plant B - Curitiba,Morning,4641,4564,2023-12-19,2024-11-10,In Progress,EMP003,6197.88
PO0004102,PROD00381,MCH035,Plant C - Manaus,Morning,2366,2393,2022-11-08,2022-11-29,Completed,EMP004,5897.93
PO0004103,PROD00569,MCH012,Plant A - Sao Paulo,Morning,2995,2379,2024-08-13,2024-12-06,Completed,EMP017,49131.44
PO0004104,PROD00912,MCH020,Plant B - Curitiba,Afternoon,2737,2012,2021-08-10,2022-08-11,Completed,EMP007,9041.4
PO0004105,PROD00433,MCH017,Plant B - Curitiba,Morning,2757,3018,2022-10-31,2024-03-09,Completed,EMP049,44743.76
PO0004106,PROD00192,MCH002,Plant B - Curitiba,Morning,2790,2653,2022-04-22,2024-02-28,Completed,EMP043,36093.36
PO0004107,PROD00210,MCH005,Plant C - Manaus,Morning,1226,3793,2022-11-23,2023-11-11,In Progress,EMP012,47096.86
PO0004108,PROD00921,MCH049,Plant B - Curitiba,Afternoon,3873,1947,2024-07-12,2024-09-19,Completed,EMP030,16137.31
PO0004109,PROD00903,MCH015,Plant A - Sao Paulo,Morning,3421,327,2024-04-24,2024-10-06,Completed,EMP017,27184.81
PO0004110,PROD00739,MCH038,Plant C - Manaus,Night,3148,993,2022-08-20,2024-05-01,Completed,EMP004,13488.57
PO0004111,PROD00574,MCH026,Plant B - Curitiba,Night,172,2794,2021-08-08,2024-03-05,Completed,EMP043,18920.67
PO0004112,PROD00777,MCH040,Plant A - Sao Paulo,Afternoon,4432,3777,2023-08-26,2024-04-23,Completed,EMP049,23911.35
PO0004113,PROD00874,MCH050,Plant D - Recife,Afternoon,3583,3049,2022-02-03,2023-11-11,Completed,EMP047,8570.75
PO0004114,PROD00359,MCH037,Plant B - Curitiba,Morning,1432,1511,2024-05-15,2024-07-13,Completed,EMP045,16816.42
PO0004115,PROD00912,MCH049,Plant D - Recife,Night,1745,1991,2022-04-08,2024-08-10,In Progress,EMP043,5304.61
PO0004116,PROD00378,MCH007,Plant A - Sao Paulo,Morning,1509,1310,2024-06-13,2024-09-28,Completed,EMP029,8068.27
PO0004117,PROD00347,MCH020,Plant A - Sao Paulo,Morning,2971,3364,2023-03-03,2024-11-27,Completed,EMP050,19980.78
PO0004118,PROD00473,MCH019,Plant B - Curitiba,Afternoon,212,4402,2022-06-04,2022-12-27,Completed,EMP009,31485.04
PO0004119,PROD00815,MCH020,Plant B - Curitiba,Afternoon,3515,2574,2021-11-22,2024-01-12,Completed,EMP033,19755.02
PO0004120,PROD00294,MCH037,Plant C - Manaus,Afternoon,3730,1236,2021-01-23,2023-11-11,Completed,EMP033,33172.16
PO0004121,PROD00393,MCH002,Plant C - Manaus,Afternoon,636,2697,2021-06-12,2023-04-04,In Progress,EMP016,49113.15
PO0004122,PROD00389,MCH006,Plant D - Recife,Afternoon,1029,1910,2022-09-19,2024-04-16,Completed,EMP031,39830.05
PO0004123,PROD00203,MCH033,Plant A - Sao Paulo,Night,4623,711,2021-07-18,2022-01-15,Completed,EMP008,9567.17
PO0004124,PROD00583,MCH013,Plant B - Curitiba,Morning,2624,1341,2022-03-15,2024-06-17,Completed,EMP050,9993.31
PO0004125,PROD00432,MCH001,Plant A - Sao Paulo,Afternoon,4576,3786,2021-10-26,2022-01-13,Completed,EMP050,8117.5
PO0004126,PROD00312,MCH036,Plant D - Recife,Afternoon,2903,617,2023-05-05,2024-10-15,Completed,EMP043,36561.72
PO0004127,PROD00852,MCH036,Plant B - Curitiba,Morning,2521,278,2023-05-08,2023-06-06,Completed,EMP022,41698.68
PO0004128,PROD00665,MCH017,Plant A - Sao Paulo,Morning,2362,4258,2024-06-24,2024-07-27,Completed,EMP025,39351.16
PO0004129,PROD00349,MCH027,Plant A - Sao Paulo,Morning,1262,1234,2021-04-04,2023-10-25,Completed,EMP049,28265.23
PO0004130,PROD00032,MCH032,Plant A - Sao Paulo,Afternoon,1847,1426,2022-06-05,2022-08-29,In Progress,EMP004,42363.63
PO0004131,PROD00285,MCH050,Plant A - Sao Paulo,Morning,1923,3199,2023-03-16,2023-05-02,In Progress,EMP026,33320.17
PO0004132,PROD00759,MCH026,Plant C - Manaus,Morning,4063,3315,2024-07-14,2024-12-17,Completed,EMP010,34754.33
PO0004133,PROD00378,MCH032,Plant A - Sao Paulo,Morning,4885,2198,2022-04-19,2023-10-30,Completed,EMP017,15573.27
PO0004134,PROD00172,MCH011,Plant A - Sao Paulo,Night,4622,1083,2021-06-06,2022-06-03,Completed,EMP031,13031.96
PO0004135,PROD00326,MCH026,Plant D - Recife,Afternoon,119,2154,2023-08-14,2024-03-19,Completed,EMP009,40123.93
PO0004136,PROD00445,MCH029,Plant A - Sao Paulo,Night,2760,772,2021-04-16,2022-03-25,In Progress,EMP023,564.28
PO0004137,PROD00812,MCH014,Plant A - Sao Paulo,Night,2944,4337,2022-06-03,2024-12-21,Completed,EMP001,30588.56
PO0004138,PROD00540,MCH005,Plant C - Manaus,Afternoon,3290,3264,2021-05-07,2024-11-26,Completed,EMP013,2255.28
PO0004139,PROD00402,MCH001,Plant D - Recife,Afternoon,2247,1029,2021-11-30,2024-01-20,Completed,EMP020,12744.87
PO0004140,PROD00456,MCH003,Plant A - Sao Paulo,Afternoon,4421,4163,2023-09-07,2024-03-03,Completed,EMP015,14248.08
PO0004141,PROD00268,MCH007,Plant A - Sao Paulo,Night,2906,680,2023-02-04,2023-10-20,Cancelled,EMP046,33075.73
PO0004142,PROD00547,MCH025,Plant D - Recife,Morning,3390,935,2024-12-23,2024-12-25,Completed,EMP019,13161.8
PO0004143,PROD00277,MCH027,Plant C - Manaus,Night,1180,1668,2024-02-04,2024-10-06,Completed,EMP018,13788.68
PO0004144,PROD00489,MCH010,Plant A - Sao Paulo,Afternoon,2597,2230,2024-03-11,2024-04-17,Completed,EMP025,12613.12
PO0004145,PROD00908,MCH029,Plant A - Sao Paulo,Morning,1163,4672,2021-01-03,2023-01-15,Completed,EMP014,8638.65
PO0004146,PROD00150,MCH017,Plant A - Sao Paulo,Afternoon,911,4390,2024-03-02,2024-03-05,In Progress,EMP036,37316.71
PO0004147,PROD00129,MCH012,Plant C - Manaus,Night,2386,3948,2022-12-05,2024-08-15,Completed,EMP019,23671.63
PO0004148,PROD00425,MCH031,Plant D - Recife,Afternoon,1925,2528,2021-01-09,2024-10-05,Completed,EMP028,42965.91
PO0004149,PROD00754,MCH009,Plant D - Recife,Morning,575,797,2024-10-03,2024-10-16,Completed,EMP024,28699.49
PO0004150,PROD00800,MCH012,Plant B - Curitiba,Afternoon,4276,3360,2022-09-15,2023-03-27,Completed,EMP046,10760.87
PO0004151,PROD00600,MCH028,Plant A - Sao Paulo,Morning,2559,572,2022-05-10,2022-11-30,Completed,EMP028,23057.22
PO0004152,PROD00288,MCH009,Plant A - Sao Paulo,Night,3777,1062,2023-09-08,2024-06-07,Completed,EMP021,22538.33
PO0004153,PROD00873,MCH005,Plant D - Recife,Afternoon,2856,4565,2022-10-06,2024-11-01,Completed,EMP035,19282.14
PO0004154,PROD00709,MCH028,Plant D - Recife,Afternoon,4702,4056,2022-03-09,2022-05-05,Completed,EMP015,37749.01
PO0004155,PROD00840,MCH049,Plant D - Recife,Night,3008,4869,2022-03-24,2024-07-26,In Progress,EMP005,17453.38
PO0004156,PROD00403,MCH029,Plant A - Sao Paulo,Afternoon,3809,4055,2021-05-12,2024-05-30,Completed,EMP001,9101.33
PO0004157,PROD00283,MCH029,Plant B - Curitiba,Afternoon,2791,2295,2021-03-12,2023-05-07,Completed,EMP045,17763.55
PO0004158,PROD00732,MCH011,Plant A - Sao Paulo,Afternoon,1575,2330,2021-04-12,2021-09-13,In Progress,EMP018,39027.05
PO0004159,PROD00662,MCH043,Plant B - Curitiba,Afternoon,3286,96,2021-10-30,2024-09-14,Completed,EMP023,47779.69
PO0004160,PROD00555,MCH046,Plant D - Recife,Night,2717,1233,2021-02-17,2024-07-19,Completed,EMP028,20824.99
PO0004161,PROD00627,MCH033,Plant A - Sao Paulo,Night,3771,522,2024-04-17,2024-11-06,In Progress,EMP042,4364.93
PO0004162,PROD00943,MCH041,Plant B - Curitiba,Night,4781,4907,2022-06-25,2022-09-29,Completed,EMP042,7502.38
PO0004163,PROD00758,MCH015,Plant B - Curitiba,Morning,323,2777,2023-11-11,2024-06-28,Cancelled,EMP002,18212.67
PO0004164,PROD00004,MCH014,Plant B - Curitiba,Morning,1695,2348,2024-05-31,2024-07-28,Completed,EMP044,37477.38
PO0004165,PROD00925,MCH040,Plant A - Sao Paulo,Night,3920,1642,2024-06-23,2024-09-01,Completed,EMP021,18662.3
PO0004166,PROD00043,MCH010,Plant B - Curitiba,Afternoon,3087,4964,2021-11-15,2023-03-01,Completed,EMP041,44578.9
PO0004167,PROD00255,MCH047,Plant B - Curitiba,Morning,4329,4682,2024-04-06,2024-04-17,Completed,EMP037,17079.58
PO0004168,PROD00527,MCH015,Plant A - Sao Paulo,Morning,3953,586,2022-01-17,2022-08-12,Completed,EMP041,49110.19
PO0004169,PROD00593,MCH017,Plant A - Sao Paulo,Night,4017,2913,2024-03-31,2024-06-14,Completed,EMP025,7920.13
PO0004170,PROD00648,MCH018,Plant B - Curitiba,Night,1606,3099,2022-02-25,2024-04-15,Cancelled,EMP039,45413.03
PO0004171,PROD00836,MCH017,Plant D - Recife,Morning,2316,1208,2022-10-21,2023-10-25,Completed,EMP038,9605.86
PO0004172,PROD00637,MCH039,Plant C - Manaus,Night,597,2813,2024-09-29,2024-12-21,Completed,EMP042,23950.66
PO0004173,PROD00483,MCH032,Plant D - Recife,Afternoon,4992,2261,2024-04-03,2024-12-05,Completed,EMP011,30165.69
PO0004174,PROD00770,MCH049,Plant C - Manaus,Morning,3414,3185,2021-05-31,2022-11-05,Cancelled,EMP003,1680.29
PO0004175,PROD00178,MCH037,Plant A - Sao Paulo,Night,691,229,2021-09-09,2024-06-29,Cancelled,EMP004,41794.64
PO0004176,PROD00647,MCH008,Plant A - Sao Paulo,Night,1189,2829,2021-09-20,2022-01-17,Completed,EMP040,6150.85
PO0004177,PROD00950,MCH014,Plant C - Manaus,Morning,4151,368,2021-11-28,2024-04-09,Completed,EMP024,6966.82
PO0004178,PROD00145,MCH031,Plant C - Manaus,Afternoon,4729,2339,2024-04-26,2024-10-28,Completed,EMP041,21035.89
PO0004179,PROD00240,MCH046,Plant A - Sao Paulo,Morning,4993,4051,2022-01-03,2022-02-21,Completed,EMP034,16464.13
PO0004180,PROD00537,MCH012,Plant A - Sao Paulo,Night,4131,2300,2022-12-20,2024-10-23,Completed,EMP042,6630.29
PO0004181,PROD00879,MCH011,Plant C - Manaus,Afternoon,2875,841,2022-02-22,2024-12-01,Completed,EMP040,2742.32
