defect_id,production_order_id,machine_id,defect_type,defect_quantity,inspection_date,inspector_id,corrective_action
DEF001054,PO0003800,MCH047,Dimensional Error,11,2024-04-07,INS03,Scrap
DEF001055,PO0003541,MCH050,Surface Scratch,13,2022-11-23,INS08,Scrap
DEF001056,PO0003283,MCH019,Assembly Fault,47,2024-07-29,INS03,
DEF001057,PO0002209,MCH013,Surface Scratch,0,2024-08-09,INS06,Accept
DEF001058,PO0002916,MCH029,None,30,2023-01-23,INS10,
DEF001059,PO0002078,MCH003,Surface Scratch,17,2024-12-11,INS05,Scrap
DEF001060,PO0004823,MCH034,Surface Scratch,26,2024-11-27,INS02,Pending
DEF001061,PO0002501,MCH049,Dimensional Error,19,2024-12-17,INS08,Accept
DEF001062,PO0003344,MCH034,Color Mismatch,4,2024-08-27,INS10,Scrap
DEF001063,PO0000278,MCH003,Color Mismatch,38,2023-01-12,INS07,
DEF001064,PO0002929,MCH045,Material Defect,49,2024-02-15,INS03,Rework
DEF001065,PO0003250,MCH028,Dimensional Error,43,2022-04-09,INS09,
DEF001066,PO0002477,MCH014,Dimensional Error,33,2024-07-19,INS09,Scrap
DEF001067,PO0001295,MCH025,Assembly Fault,14,2023-11-28,INS09,
DEF001068,PO0003620,MCH037,None,19,2022-12-01,INS09,
DEF001069,PO0000586,MCH040,Assembly Fault,40,2023-07-04,INS05,
DEF001070,PO0003222,MCH007,Assembly Fault,50,2023-02-03,INS01,Pending
DEF001071,PO0000185,MCH012,None,32,2024-09-08,INS10,
DEF001072,PO0002072,MCH031,Dimensional Error,12,2022-10-07,INS05,Pending
DEF001073,PO0002290,MCH006,None,35,2024-08-15,INS02,
DEF001074,PO0000879,MCH032,Assembly Fault,12,2024-02-08,INS07,Accept
DEF001075,PO0001960,MCH017,Dimensional Error,18,2024-10-21,INS02,Scrap
DEF001076,PO0000332,MCH042,Assembly Fault,33,2024-12-25,INS07,
DEF001077,PO0002596,MCH003,None,7,2023-09-07,INS03,
DEF001078,PO0004537,MCH036,Assembly Fault,4,2024-05-28,INS07,Rework
DEF001079,PO0003488,MCH046,None,42,2024-04-18,INS10,
DEF001080,PO0004778,MCH003,None,42,2024-04-15,INS03,Scrap
DEF001081,PO0004039,MCH045,Assembly Fault,35,2024-07-11,INS09,Pending
DEF001082,PO0001512,MCH036,Surface Scratch,30,2024-11-22,INS01,
DEF001083,PO0003453,MCH047,Surface Scratch,6,2023-07-21,INS07,
DEF001084,PO0002566,MCH017,Surface Scratch,42,2022-02-13,INS05,Scrap
DEF001085,PO0000978,MCH038,Dimensional Error,27,2024-11-28,INS07,Accept
DEF001086,PO0003625,MCH050,None,46,2024-04-21,INS01,Scrap
DEF001087,PO0003416,MCH008,Material Defect,40,2023-03-11,INS06,Accept
DEF001088,PO0003458,MCH019,Assembly Fault,7,2024-03-26,INS08,Pending
DEF001089,PO0004413,MCH021,None,27,2023-11-05,INS05,
DEF001090,PO0002595,MCH050,None,29,2024-04-04,INS08,Pending
DEF001091,PO0004532,MCH047,Surface Scratch,6,2024-12-01,INS07,
DEF001092,PO0000300,MCH013,Assembly Fault,38,2023-09-01,INS07,Pending
DEF001093,PO0000571,MCH012,Surface Scratch,49,2024-05-07,INS02,Pending
DEF001094,PO0001950,MCH013,None,25,2023-12-22,INS08,
DEF001095,PO0001422,MCH010,None,7,2022-12-29,INS04,Rework
DEF001096,PO0004809,MCH036,Surface Scratch,9,2023-05-28,INS01,
DEF001097,PO0003347,MCH043,None,18,2023-01-09,INS10,Pending
DEF001098,PO0003906,MCH004,None,14,2024-11-22,INS01,Accept
DEF001099,PO0002234,MCH025,Dimensional Error,36,2022-05-18,INS04,Pending
DEF001100,PO0004286,MCH038,None,17,2024-06-14,INS01,Scrap
DEF001101,PO0003548,MCH040,None,41,2023-09-18,INS02,Rework
DEF001102,PO0003412,MCH012,None,31,2024-08-21,INS07,Rework
DEF001103,PO0001702,MCH028,Surface Scratch,25,2024-09-26,INS01,
DEF001104,PO0000638,MCH044,Assembly Fault,18,2024-08-22,INS10,Pending
DEF001105,PO0004179,MCH046,None,35,2022-02-21,INS10,Pending
DEF001106,PO0004495,MCH043,Dimensional Error,19,2021-09-03,INS02,Accept
DEF001107,PO0001530,MCH017,Surface Scratch,13,2024-06-17,INS02,Pending
DEF001108,PO0003903,MCH008,Dimensional Error,28,2023-08-21,INS04,Rework
DEF001109,PO0002587,MCH014,None,13,2024-11-12,INS03,Pending
DEF001110,PO0003302,MCH039,Surface Scratch,31,2023-10-06,INS02,
DEF001111,PO0002950,MCH037,None,32,2024-04-02,INS06,Scrap
DEF001112,PO0002176,MCH033,Dimensional Error,35,2023-08-06,INS10,
DEF001113,PO0004387,MCH027,Dimensional Error,7,2024-12-23,INS05,Scrap
DEF001114,PO0003831,MCH020,Assembly Fault,46,2024-10-15,INS10,Pending
DEF001115,PO0002127,MCH011,Surface Scratch,32,2021-11-15,INS10,
DEF001116,PO0003849,MCH032,Surface Scratch,37,2023-05-25,INS01,Rework
DEF001117,PO0004919,MCH008,Material Defect,47,2023-11-25,INS10,
DEF001118,PO0001850,MCH016,Dimensional Error,23,2024-08-29,INS01,
DEF001119,PO0001681,MCH046,Assembly Fault,18,2021-06-28,INS03,Rework
DEF001120,PO0001230,MCH047,Dimensional Error,2,2023-12-04,INS02,Pending
DEF001121,PO0003244,MCH042,None,27,2023-03-05,INS04,Pending
DEF001122,PO0002167,MCH011,Assembly Fault,12,2023-11-19,INS07,Pending
DEF001123,PO0001957,MCH022,Dimensional Error,1,2024-05-02,INS07,Accept
DEF001124,PO0000989,MCH010,Dimensional Error,33,2023-02-26,INS10,Scrap
DEF001125,PO0003415,MCH023,Assembly Fault,30,2022-11-28,INS01,Accept
DEF001126,PO0004752,MCH027,None,18,2022-12-01,INS10,Scrap
DEF001127,PO0001991,MCH047,None,39,2024-05-12,INS06,
DEF001128,PO0002721,MCH043,Surface Scratch,50,2024-03-17,INS03,Pending
DEF001129,PO0002740,MCH001,Surface Scratch,27,2024-01-23,INS01,Rework
DEF001130,PO0002725,MCH046,None,4,2024-10-26,INS04,Pending
DEF001131,PO0004830,MCH003,None,5,2022-12-31,INS02,Accept
DEF001132,PO0003030,MCH041,None,47,2024-07-24,INS08,Rework
DEF001133,PO0003352,MCH015,Surface Scratch,38,2024-11-12,INS10,Pending
DEF001134,PO0003958,MCH027,Material Defect,49,2023-12-13,INS10,
DEF001135,PO0002440,MCH011,Color Mismatch,48,2023-07-04,INS09,Accept
DEF001136,PO0002918,MCH013,Assembly Fault,43,2023-12-22,INS02,Scrap
DEF001137,PO0004041,MCH043,Surface Scratch,29,2024-07-27,INS04,Accept
DEF001138,PO0002585,MCH037,Material Defect,21,2024-09-19,INS09,Accept
DEF001139,PO0004732,MCH043,None,0,2023-10-21,INS07,Scrap
DEF001140,PO0004672,MCH043,None,19,2024-10-22,INS07,Accept
DEF001141,PO0000852,MCH009,Color Mismatch,28,2022-05-15,INS05,Accept
DEF001142,PO0001662,MCH022,Surface Scratch,41,2024-12-02,INS08,Pending
DEF001143,PO0004296,MCH007,Assembly Fault,23,2024-12-17,INS04,Accept
DEF001144,PO0000035,MCH011,Dimensional Error,44,2024-06-27,INS01,Rework
DEF001145,PO0000405,MCH023,None,33,2024-08-27,INS10,Pending
DEF001146,PO0004338,MCH012,Material Defect,23,2024-02-25,INS01,Scrap
DEF001147,PO0003035,MCH001,Assembly Fault,18,2024-09-21,INS10,
DEF001148,PO0004026,MCH037,Dimensional Error,18,2024-12-19,INS05,Scrap
DEF001149,PO0004025,MCH003,None,10,2024-02-09,INS10,Pending
DEF001150,PO0000292,MCH030,Material Defect,20,2024-11-20,INS04,
DEF001151,PO0002472,MCH046,None,43,2022-12-09,INS05,Pending
DEF001152,PO0002119,MCH022,None,19,2024-07-23,INS10,Accept
DEF001153,PO0000103,MCH033,Assembly Fault,42,2024-05-31,INS03,Pending
DEF001154,PO0001625,MCH022,None,28,2024-08-27,INS07,Rework
DEF001155,PO0001231,MCH031,None,12,2024-01-04,INS10,Pending
DEF001156,PO0004425,MCH033,Color Mismatch,5,2024-11-19,INS01,Accept
DEF001157,PO0004577,MCH007,None,45,2023-03-28,INS06,
DEF001158,PO0004190,MCH019,None,35,2024-06-12,INS07,Scrap
DEF001159,PO0004552,MCH044,Assembly Fault,34,2023-08-08,INS09,Scrap
DEF001160,PO0000782,MCH045,None,50,2023-02-22,INS03,Accept
DEF001161,PO0003024,MCH021,None,50,2022-10-07,INS06,Rework
DEF001162,PO0004946,MCH050,None,7,2023-07-31,INS07,Accept
DEF001163,PO0001440,MCH015,Material Defect,14,2024-09-06,INS06,Pending
DEF001164,PO0001001,MCH001,Assembly Fault,10,2024-05-24,INS08,Accept
DEF001165,PO0000325,MCH009,None,46,2022-11-12,INS05,Accept
DEF001166,PO0000400,MCH026,Dimensional Error,6,2022-08-29,INS10,Scrap
DEF001167,PO0000439,MCH005,Dimensional Error,35,2024-08-09,INS06,Accept
DEF001168,PO0000502,MCH028,Assembly Fault,25,2024-05-27,INS01,Rework
DEF001169,PO0000741,MCH018,Surface Scratch,43,2024-12-11,INS08,Scrap
DEF001170,PO0004327,MCH020,Surface Scratch,32,2022-12-23,INS06,Accept
DEF001171,PO0003411,MCH010,Dimensional Error,24,2024-11-22,INS02,Accept
DEF001172,PO0002527,MCH024,None,32,2024-08-30,INS09,Accept
DEF001173,PO0003446,MCH018,Dimensional Error,41,2024-09-05,INS04,Pending
DEF001174,PO0001632,MCH033,None,18,2024-12-12,INS03,Accept
DEF001175,PO0002758,MCH041,Surface Scratch,40,2024-09-12,INS06,Rework
DEF001176,PO0001270,MCH024,Dimensional Error,27,2024-05-16,INS03,Pending
DEF001177,PO0003369,MCH024,Surface Scratch,6,2023-09-29,INS06,
DEF001178,PO0002373,MCH021,Assembly Fault,11,2023-07-28,INS07,
DEF001179,PO0001389,MCH050,Color Mismatch,8,2024-01-13,INS05,
DEF001180,PO0001410,MCH023,Surface Scratch,18,2023-01-31,INS09,Rework
DEF001181,PO0000926,MCH017,Material Defect,44,2023-11-13,INS01,Scrap
DEF001182,PO0002963,MCH024,Material Defect,26,2023-12-30,INS05,Rework
DEF001183,PO0003445,MCH033,Surface Scratch,48,2024-05-18,INS07,Scrap
DEF001184,PO0002578,MCH049,Surface Scratch,41,2024-09-29,INS06,
DEF001185,PO0000930,MCH049,Color Mismatch,19,2024-09-08,INS01,
DEF001186,PO0000167,MCH002,Material Defect,12,2024-05-17,INS05,
DEF001187,PO0004037,MCH041,Material Defect,21,2024-12-04,INS07,Pending
DEF001188,PO0001541,MCH006,Material Defect,30,2022-10-26,INS03,Pending
DEF001189,PO0003552,MCH026,Dimensional Error,17,2024-12-25,INS09,Rework
DEF001190,PO0002896,MCH042,None,34,2024-09-29,INS02,
DEF001191,PO0003767,MCH026,Dimensional Error,8,2024-09-11,INS02,Accept
DEF001192,PO0002160,MCH025,Dimensional Error,16,2024-11-12,INS03,
DEF001193,PO0003066,MCH013,Color Mismatch,40,2024-06-13,INS04,Pending
DEF001194,PO0003267,MCH040,Surface Scratch,3,2024-12-04,INS07,
DEF001195,PO0000386,MCH024,Color Mismatch,35,2024-09-27,INS06,Rework
DEF001196,PO0004909,MCH030,None,15,2021-10-05,INS04,
DEF001197,PO0001701,MCH046,Assembly Fault,3,2024-08-17,INS02,
DEF001198,PO0003498,MCH026,None,13,2024-12-06,INS02,Scrap
DEF001199,PO0002354,MCH031,None,33,2024-06-18,INS03,Rework
DEF001200,PO0004429,MCH031,Dimensional Error,10,2024-04-19,INS05,Accept
DEF001201,PO0003470,MCH048,None,31,2023-11-07,INS08,Accept
DEF001202,PO0002149,MCH013,None,39,2023-04-29,INS03,Pending
DEF001203,PO0000716,MCH040,None,15,2022-12-14,INS03,Scrap
DEF001204,PO0003855,MCH007,Color Mismatch,11,2024-07-08,INS06,Accept
DEF001205,PO0003883,MCH005,None,0,2021-12-09,INS03,Rework
DEF001206,PO0004723,MCH050,None,4,2024-06-18,INS09,Pending
DEF001207,PO0002000,MCH023,Surface Scratch,27,2021-08-17,INS08,Accept
DEF001208,PO0003235,MCH001,Surface Scratch,28,2023-05-11,INS08,Pending
DEF001209,PO0003149,MCH007,Color Mismatch,11,2024-12-09,INS10,Scrap
DEF001210,PO0004276,MCH006,Assembly Fault,13,2024-09-02,INS05,Scrap
DEF001211,PO0001903,MCH048,Surface Scratch,49,2024-06-16,INS02,
DEF001212,PO0004815,MCH048,Dimensional Error,45,2023-04-26,INS05,Rework
DEF001213,PO0003033,MCH012,Surface Scratch,27,2024-12-30,INS09,Accept
DEF001214,PO0004886,MCH027,Assembly Fault,8,2024-01-25,INS06,Rework
DEF001215,PO0004992,MCH022,None,50,2022-06-03,INS02,
DEF001216,PO0001475,MCH001,Assembly Fault,42,2023-04-18,INS04,
DEF001217,PO0003118,MCH048,None,40,2022-03-31,INS05,Scrap
DEF001218,PO0001151,MCH017,None,48,2023-03-19,INS04,Rework
DEF001219,PO0002827,MCH043,Surface Scratch,29,2023-05-12,INS03,Rework
DEF001220,PO0001402,MCH027,Assembly Fault,18,2024-10-10,INS02,Pending
DEF001221,PO0002104,MCH020,None,11,2024-06-04,INS04,
DEF001222,PO0002883,MCH015,Assembly Fault,6,2023-01-05,INS04,Rework
DEF001223,PO0000051,MCH047,Material Defect,37,2024-10-01,INS05,
DEF001224,PO0001548,MCH033,None,32,2023-05-11,INS09,Scrap
DEF001225,PO0003917,MCH048,Dimensional Error,40,2023-09-13,INS01,Rework
DEF001226,PO0004265,MCH045,Dimensional Error,33,2024-12-05,INS03,Accept
DEF001227,PO0004750,MCH001,Dimensional Error,11,2023-12-04,INS07,Pending
DEF001228,PO0001379,MCH022,Surface Scratch,0,2024-09-13,INS06,
DEF001229,PO0001329,MCH023,None,25,2023-02-20,INS04,
DEF001230,PO0000070,MCH003,Assembly Fault,30,2024-08-11,INS05,
DEF001231,PO0004417,MCH036,Material Defect,7,2024-10-16,INS09,Rework
DEF001232,PO0000659,MCH009,Dimensional Error,16,2023-01-10,INS07,
DEF001233,PO0004644,MCH046,Assembly Fault,10,2022-02-24,INS10,Rework
DEF001234,PO0001685,MCH033,Surface Scratch,30,2023-04-11,INS04,Accept
DEF001235,PO0001178,MCH048,None,35,2023-11-29,INS04,
DEF001236,PO0001107,MCH016,Assembly Fault,38,2024-08-01,INS05,Rework
DEF001237,PO0004100,MCH010,Surface Scratch,7,2024-06-16,INS05,Rework
DEF001238,PO0001781,MCH017,Surface Scratch,46,2024-06-21,INS10,Rework
DEF001239,PO0004515,MCH015,None,9,2024-07-31,INS09,Scrap
DEF001240,PO0002554,MCH025,Surface Scratch,12,2022-02-02,INS01,Accept
DEF001241,PO0003969,MCH035,None,1,2024-10-06,INS05,Scrap
DEF001242,PO0002770,MCH007,Color Mismatch,5,2024-07-06,INS10,Scrap
DEF001243,PO0002681,MCH013,None,39,2024-12-26,INS01,Pending
DEF001244,PO0002810,MCH040,Surface Scratch,6,2024-09-30,INS09,Scrap
DEF001245,PO0002336,MCH013,Assembly Fault,1,2024-12-31,INS05,Scrap
DEF001246,PO0000328,MCH050,Material Defect,7,2024-12-06,INS10,Scrap
DEF001247,PO0003983,MCH014,Material Defect,50,2024-07-02,INS05,
DEF001248,PO0003686,MCH016,Color Mismatch,22,2023-10-06,INS01,Accept
DEF001249,PO0003159,MCH034,Material Defect,49,2022-06-30,INS02,Rework
DEF001250,PO0002058,MCH011,None,15,2024-09-05,INS02,
DEF001251,PO0003474,MCH009,None,3,2023-11-11,INS05,
DEF001252,PO0003253,MCH003,Surface Scratch,36,2023-05-30,INS06,Rework
DEF001253,PO0003710,MCH007,Assembly Fault,43,2024-11-24,INS01,Accept
DEF001254,PO0001337,MCH005,Material Defect,21,2024-12-21,INS07,Pending
DEF001255,PO0000794,MCH040,Color Mismatch,33,2024-10-02,INS02,Accept
DEF001256,PO0000358,MCH006,None,5,2024-07-30,INS06,Pending
DEF001257,PO0004813,MCH002,Color Mismatch,32,2024-10-15,INS05,Scrap
DEF001258,PO0004192,MCH022,None,49,2022-09-28,INS03,Accept
DEF001259,PO0000135,MCH028,None,48,2024-08-06,INS05,Accept
DEF001260,PO0003932,MCH007,Dimensional Error,6,2023-11-12,INS05,Pending
DEF001261,PO0002839,MCH002,None,26,2024-10-26,INS02,
DEF001262,PO0000260,MCH046,None,13,2024-12-27,INS10,
DEF001263,PO0003254,MCH023,Surface Scratch,17,2024-12-22,INS07,Pending
DEF001264,PO0003015,MCH017,None,44,2024-01-28,INS02,Scrap
DEF001265,PO0004590,MCH047,None,40,2024-12-13,INS05,Accept
DEF001266,PO0001480,MCH039,None,5,2023-09-13,INS09,Pending
DEF001267,PO0003486,MCH001,Color Mismatch,49,2023-10-29,INS06,
DEF001268,PO0002022,MCH033,Dimensional Error,7,2023-03-27,INS07,Rework
DEF001269,PO0001584,MCH022,Dimensional Error,43,2024-01-26,INS05,Accept
DEF001270,PO0001899,MCH017,Color Mismatch,30,2023-09-27,INS06,
DEF001271,PO0003754,MCH045,Surface Scratch,45,2024-04-05,INS01,Rework
DEF001272,PO0001951,MCH032,None,33,2024-01-16,INS05,Rework
DEF001273,PO0000190,MCH038,Surface Scratch,9,2024-06-02,INS10,Pending
DEF001274,PO0001544,MCH049,Assembly Fault,3,2022-10-19,INS02,Pending
DEF001275,PO0001229,MCH015,Dimensional Error,11,2023-09-16,INS03,Rework
DEF001276,PO0001525,MCH036,Surface Scratch,47,2022-06-14,INS07,Rework
DEF001277,PO0000044,MCH032,None,33,2024-03-19,INS09,
DEF001278,PO0003773,MCH036,None,37,2024-11-10,INS03,Accept
DEF001279,PO0001738,MCH021,Surface Scratch,8,2024-10-12,INS02,Rework
DEF001280,PO0000960,MCH003,Material Defect,28,2024-12-20,INS10,Scrap
DEF001281,PO0003826,MCH034,Dimensional Error,35,2024-07-05,INS05,Accept
DEF001282,PO0004944,MCH016,None,47,2024-05-15,INS02,Rework
DEF001283,PO0000592,MCH034,Dimensional Error,47,2022-07-06,INS02,
DEF001284,PO0000073,MCH020,None,41,2024-04-13,INS08,
DEF001285,PO0002781,MCH021,None,47,2024-08-25,INS01,Scrap
DEF001286,PO0004745,MCH008,None,14,2021-04-22,INS04,Pending
DEF001287,PO0002059,MCH007,None,28,2023-11-02,INS07,Accept
DEF001288,PO0000280,MCH022,Assembly Fault,17,2024-03-16,INS06,Pending
DEF001289,PO0003129,MCH014,Assembly Fault,49,2024-07-07,INS10,
DEF001290,PO0001038,MCH013,None,26,2024-02-24,INS05,Pending
DEF001291,PO0000216,MCH043,Assembly Fault,32,2024-06-29,INS08,Accept
DEF001292,PO0000994,MCH008,Color Mismatch,43,2022-02-23,INS06,Accept
DEF001293,PO0002303,MCH032,None,18,2024-12-16,INS08,Scrap
DEF001294,PO0004549,MCH016,Dimensional Error,27,2024-11-02,INS10,Accept
DEF001295,PO0001103,MCH047,None,20,2023-05-12,INS05,
DEF001296,PO0000138,MCH038,Assembly Fault,39,2023-08-23,INS06,Scrap
DEF001297,PO0003574,MCH016,None,4,2023-09-13,INS09,Accept
DEF001298,PO0002445,MCH039,Surface Scratch,15,2023-05-25,INS05,
DEF001299,PO0002469,MCH035,None,1,2024-11-18,INS04,Pending
DEF001300,PO0001581,MCH027,Color Mismatch,3,2023-06-22,INS05,Accept
DEF001301,PO0000980,MCH044,Surface Scratch,14,2023-12-22,INS04,Accept
DEF001302,PO0002771,MCH050,Assembly Fault,24,2022-09-19,INS08,Rework
DEF001303,PO0002785,MCH007,Dimensional Error,38,2024-01-16,INS03,Accept
DEF001304,PO0004324,MCH040,Material Defect,19,2023-09-03,INS03,Accept
DEF001305,PO0002859,MCH027,Assembly Fault,43,2024-09-08,INS06,Rework
DEF001306,PO0001170,MCH018,None,27,2024-05-23,INS09,Accept
DEF001307,PO0002958,MCH036,None,14,2024-04-13,INS02,Scrap
DEF001308,PO0000612,MCH046,Material Defect,13,2024-02-15,INS09,Scrap
DEF001309,PO0003611,MCH045,Dimensional Error,47,2024-05-29,INS08,Scrap
DEF001310,PO0000975,MCH049,Surface Scratch,25,2023-09-16,INS06,
DEF001311,PO0004664,MCH008,Color Mismatch,9,2023-03-16,INS09,Scrap
DEF001312,PO0000925,MCH024,Assembly Fault,14,2024-10-09,INS04,Scrap
DEF001313,PO0004691,MCH032,Material Defect,22,2024-09-19,INS06,Pending
DEF001314,PO0002476,MCH049,None,44,2022-05-09,INS01,Rework
DEF001315,PO0000373,MCH025,Material Defect,19,2024-03-28,INS03,Rework
DEF001316,PO0000488,MCH034,Color Mismatch,26,2022-04-29,INS08,Accept
DEF001317,PO0004529,MCH016,Dimensional Error,17,2024-09-18,INS02,Accept
DEF001318,PO0000783,MCH020,Surface Scratch,24,2024-06-29,INS07,Scrap
DEF001319,PO0002733,MCH033,Surface Scratch,40,2024-04-03,INS06,Scrap
DEF001320,PO0004975,MCH025,Assembly Fault,1,2023-09-17,INS05,Rework
DEF001321,PO0003225,MCH033,None,39,2022-04-14,INS09,Scrap
DEF001322,PO0003999,MCH023,Surface Scratch,4,2022-12-26,INS04,Scrap
DEF001323,PO0001110,MCH033,None,49,2023-02-09,INS10,Accept
DEF001324,PO0002699,MCH049,None,35,2024-05-17,INS07,Scrap
DEF001325,PO0002539,MCH039,None,32,2024-04-10,INS09,Accept
DEF001326,PO0002979,MCH028,None,50,2024-09-22,INS10,Rework
DEF001327,PO0000904,MCH001,Assembly Fault,8,2024-01-21,INS06,
DEF001328,PO0002376,MCH009,None,10,2024-01-18,INS10,Accept
DEF001329,PO0000206,MCH027,Surface Scratch,0,2022-08-07,INS01,
DEF001330,PO0002207,MCH032,Color Mismatch,12,2024-10-04,INS05,Scrap
DEF001331,PO0000895,MCH015,Dimensional Error,2,2022-12-16,INS03,Accept
DEF001332,PO0002351,MCH018,Material Defect,29,2023-04-18,INS07,Accept
DEF001333,PO0001586,MCH014,Surface Scratch,31,2024-10-29,INS01,Scrap
DEF001334,PO0004066,MCH015,None,44,2024-10-17,INS06,Accept
DEF001335,PO0002449,MCH043,Color Mismatch,39,2024-12-24,INS10,Pending
DEF001336,PO0000945,MCH008,Surface Scratch,44,2023-07-29,INS05,Pending
DEF001337,PO0000706,MCH043,Color Mismatch,23,2023-06-28,INS08,Accept
DEF001338,PO0001129,MCH049,Color Mismatch,44,2024-10-02,INS01,Scrap
DEF001339,PO0004923,MCH033,Surface Scratch,35,2024-08-19,INS08,
DEF001340,PO0002304,MCH050,Color Mismatch,20,2024-11-21,INS04,
DEF001341,PO0000939,MCH013,Dimensional Error,18,2024-01-18,INS10,
DEF001342,PO0003067,MCH039,Surface Scratch,18,2023-08-28,INS09,Scrap
DEF001343,PO0000351,MCH001,None,6,2024-11-15,INS05,Scrap
DEF001344,PO0004639,MCH039,None,25,2024-06-20,INS01,
DEF001345,PO0004948,MCH045,None,39,2023-01-26,INS01,
DEF001346,PO0004055,MCH006,None,36,2024-05-25,INS06,
DEF001347,PO0003459,MCH016,None,16,2023-12-24,INS02,
DEF001348,PO0003495,MCH001,Surface Scratch,17,2024-05-12,INS08,Rework
DEF001349,PO0000560,MCH016,Color Mismatch,19,2024-10-16,INS08,
DEF001350,PO0001084,MCH002,Surface Scratch,6,2024-08-13,INS10,
DEF001351,PO0004904,MCH040,Material Defect,49,2024-11-02,INS05,Scrap
DEF001352,PO0001077,MCH043,Assembly Fault,33,2024-05-08,INS08,Rework
DEF001353,PO0000799,MCH002,Assembly Fault,38,2024-12-02,INS02,Scrap
DEF001354,PO0004659,MCH021,Assembly Fault,50,2023-01-31,INS06,Accept
DEF001355,PO0003050,MCH022,None,49,2021-10-31,INS03,
DEF001356,PO0001845,MCH044,Color Mismatch,39,2024-02-24,INS10,Pending
DEF001357,PO0002269,MCH005,Assembly Fault,38,2024-05-13,INS05,Scrap
DEF001358,PO0004565,MCH029,Surface Scratch,44,2024-03-01,INS06,Pending
DEF001359,PO0002814,MCH044,None,14,2024-05-28,INS06,Accept
DEF001360,PO0004231,MCH041,Dimensional Error,40,2024-12-10,INS05,
DEF001361,PO0003878,MCH047,Material Defect,5,2024-07-31,INS05,Accept
DEF001362,PO0001830,MCH009,None,2,2022-09-21,INS08,Pending
DEF001363,PO0003791,MCH042,Dimensional Error,43,2023-11-02,INS09,Pending
DEF001364,PO0001010,MCH039,Assembly Fault,9,2024-11-24,INS02,Rework
DEF001365,PO0004222,MCH040,Surface Scratch,8,2024-06-17,INS06,Accept
DEF001366,PO0004239,MCH007,None,42,2023-07-24,INS06,Scrap
DEF001367,PO0001428,MCH004,Assembly Fault,14,2024-06-24,INS06,Pending
DEF001368,PO0004742,MCH024,Surface Scratch,21,2023-09-12,INS05,Rework
DEF001369,PO0004194,MCH010,Material Defect,30,2024-10-05,INS06,
DEF001370,PO0003603,MCH033,None,31,2023-08-05,INS05,Accept
DEF001371,PO0000250,MCH041,Surface Scratch,23,2024-07-23,INS04,Rework
DEF001372,PO0004264,MCH025,Dimensional Error,22,2021-06-30,INS02,Scrap
DEF001373,PO0003965,MCH005,Surface Scratch,32,2024-10-04,INS08,Pending
DEF001374,PO0001312,MCH003,Material Defect,39,2023-11-08,INS05,
DEF001375,PO0004640,MCH041,None,47,2024-07-25,INS05,Accept
DEF001376,PO0001607,MCH039,None,41,2024-06-03,INS07,Rework
DEF001377,PO0004398,MCH015,Dimensional Error,12,2024-08-31,INS08,Pending
DEF001378,PO0003192,MCH041,Material Defect,5,2024-09-16,INS04,Rework
DEF001379,PO0002085,MCH034,None,9,2023-06-05,INS06,Pending
DEF001380,PO0002965,MCH050,Assembly Fault,4,2024-12-02,INS05,Scrap
DEF001381,PO0002400,MCH027,None,41,2023-04-19,INS03,
DEF001382,PO0004009,MCH041,None,30,2024-12-29,INS08,Scrap
DEF001383,PO0003238,MCH008,None,13,2022-04-22,INS05,Rework
DEF001384,PO0004990,MCH031,Assembly Fault,16,2021-11-08,INS02,Pending
DEF001385,PO0002166,MCH047,Color Mismatch,34,2024-08-22,INS10,Rework
DEF001386,PO0001487,MCH005,None,46,2022-08-11,INS03,Rework
DEF001387,PO0001474,MCH008,Surface Scratch,49,2024-09-19,INS09,
DEF001388,PO0001612,MCH023,Assembly Fault,39,2024-12-16,INS09,Scrap
DEF001389,PO0003186,MCH005,Assembly Fault,30,2024-06-06,INS09,Accept
DEF001390,PO0004119,MCH020,Assembly Fault,45,2024-01-12,INS06,Scrap
DEF001391,PO0000639,MCH038,None,12,2024-09-05,INS08,Rework
DEF001392,PO0004092,MCH044,Assembly Fault,12,2022-08-26,INS08,
DEF001393,PO0000476,MCH012,Surface Scratch,41,2024-12-18,INS02,Scrap
DEF001394,PO0001259,MCH035,Dimensional Error,26,2024-11-07,INS06,Rework
DEF001395,PO0003138,MCH024,Surface Scratch,29,2024-11-22,INS03,Scrap
DEF001396,PO0003345,MCH022,Dimensional Error,8,2022-07-26,INS09,Accept
DEF001397,PO0002284,MCH048,Dimensional Error,29,2024-09-16,INS10,Accept
DEF001398,PO0003723,MCH032,Material Defect,12,2022-02-05,INS01,Pending
DEF001399,PO0003578,MCH032,Dimensional Error,3,2024-11-12,INS10,Accept
DEF001400,PO0002071,MCH029,Surface Scratch,14,2024-04-25,INS03,
DEF001401,PO0004422,MCH023,Surface Scratch,46,2024-04-17,INS05,
DEF001402,PO0000416,MCH046,Surface Scratch,7,2023-08-02,INS03,
DEF001403,PO0003359,MCH045,Surface Scratch,23,2024-08-03,INS05,Rework
DEF001404,PO0001769,MCH047,Surface Scratch,21,2024-08-26,INS04,Pending
DEF001405,PO0002002,MCH037,Surface Scratch,48,2023-11-28,INS01,Scrap
DEF001406,PO0002512,MCH038,Surface Scratch,46,2023-07-26,INS08,Rework
DEF001407,PO0000713,MCH047,Assembly Fault,28,2021-03-17,INS03,Pending
